264183816548130816	15140428	positive
263405084770172928	591166521	negative
262163168678248449	35266263	negative
264249301910310912	18516728	negative
262682041215234048	254373818	neutral
264229576773861376	518129399	neutral
264105751826538497	147088367	positive
264094586689953794	332474633	negative
212392538055778304	274996324	neutral
254941790757601280	557103111	negative
264169034155696130	382403760	neutral
263192091700654080	344222239	neutral
263398998675693568	812957996	positive
263650552167157762	224845471	positive
260200142420992000	332530284	neutral
264087629237202944	61903760	positive
250692636330049538	29023839	neutral
263304719471087617	564843841	neutral
261954070938537985	228190529	positive
260940907082293248	321674291	neutral
263956867787673600	183985016	positive
263975113404342273	616166780	neutral
257343699460173824	10115042	positive
264125591337463808	348691527	negative
262350309781823488	540496404	negative
264259830590603264	183011479	negative
257239661976625152	64642600	neutral
263868270006906880	834524701	neutral
264223934403211264	117204603	neutral
264041764460036096	198706982	positive
264102295392882689	43577828	positive
264173636141850626	827129677	positive
264071572925603841	43167117	positive
262115068320284672	306647135	positive
264239636799430656	864992245	neutral
264250109833924608	808985521	positive
257951107530252289	100101797	negative
263502599699955712	138301329	negative
264089847680077824	730902828	positive
247426222190125056	229673919	positive
224195395138490370	423023064	negative
236665189502681089	551910244	neutral
262384414623936512	17091853	neutral
263936581734383617	108594490	negative
249228128302551040	160639448	neutral
243094456398663680	49991044	positive
263346444772184065	566521127	positive
263970913270251520	15794878	positive
264162997088436224	93655075	positive
259821574394355712	23346086	positive
263800856321859584	49032667	negative
264011728084410369	24144230	neutral
264120483384008704	533302080	neutral
263939499426476032	37877566	positive
264056733691961345	23939440	neutral
264166129126227970	43464427	positive
255098372162211840	622023706	positive
260625554917711872	887211919	positive
261965816906534912	345065738	neutral
264042275108188160	493383592	neutral
263656013541027840	913170146	neutral
165044172858986496	160465887	negative
264230416897159168	142476472	positive
263809311086628864	175523498	positive
254278082985336832	468622626	positive
263797084673691648	372303578	neutral
264162375182217217	299885545	negative
229553993750282240	75542870	positive
264253780797825026	201148169	neutral
263974210618146816	184136559	positive
260193762398064640	33442620	negative
256237809147445248	478075690	neutral
264198711113039872	113783053	positive
262977065568051201	73767786	neutral
263281866856087552	53443641	positive
261978292612120576	417557827	neutral
261587085977337856	214153862	neutral
262068536187432960	90333241	positive
264215390773727232	276151090	neutral
245461530206932992	222961982	positive
263391524769898496	615354091	neutral
260248287255343104	407729607	positive
256984347935141889	62265830	neutral
264150962204192769	470529724	positive
264087252299296768	15537302	neutral
256416307182985217	47208627	positive
259452211883569152	63808899	neutral
263732569508552704	369152026	positive
264222052129574912	430519387	positive
213342054351257601	189656827	negative
255190216795639808	366751482	neutral
264135339327766529	159343219	neutral
263079812954992640	392639346	neutral
262311130586816512	75398254	positive
264088457490604032	509707361	negative
263132960507703296	449609540	neutral
264229531773177856	33695498	neutral
259022549604790273	204793455	neutral
253050608322502657	200261099	neutral
262999273275260928	101319101	positive
263919760503361536	87970697	positive
264203403473850368	853146211	neutral
264242024453111809	45450902	negative
256787668367704066	610413207	positive
264187448853151744	314626767	neutral
263865575313383424	410051441	neutral
259224351478521856	20050520	neutral
246760239221858306	7532872	positive
262862262270820352	601803511	neutral
263494063251140609	378805603	negative
264084352340742145	388974334	positive
264160761117552640	32215290	negative
263319006063259649	432174507	neutral
263799123847806976	22100843	neutral
263924763423035392	27133567	neutral
264183514176552961	316127177	neutral
262575945741914113	31121565	positive
263921038352580608	213263464	neutral
263730342454771712	423313613	neutral
263748118091276288	785067278	neutral
263651627372777473	19594426	neutral
264225809655533568	211763357	positive
257369508086423553	531994655	positive
264249493787136000	260882576	positive
263115779204075521	410272830	positive
261845689280102400	96809957	positive
261688724017008640	96363925	neutral
261434845773828096	391892475	negative
252798281413967872	23075654	neutral
264182638816919552	446301191	positive
264138191030874112	850357831	neutral
263864248952836096	609103932	neutral
263972222677417985	229497776	positive
263867263474597888	428841738	negative
240553933116944384	533752023	positive
261642731477168128	372012787	positive
262661737994670080	186089082	neutral
246320271248744448	206354030	positive
255690502970671104	18712398	neutral
258695108529119232	64351004	positive
261632295520333826	217685779	neutral
263513324912795648	298683418	positive
261184553337630720	244570235	positive
226474708487532546	59060233	neutral
247183266782789632	260477688	positive
251742524601925633	610495100	negative
261706811453886464	79601816	neutral
258989036205662208	25393624	neutral
264084748345962496	747406040	neutral
263794433596723200	41680302	positive
237571817550786563	727519172	neutral
263449315350032384	295403177	neutral
260270126576836608	203247686	neutral
252330752665075712	268248070	positive
263610933568499712	302256936	negative
262903244886507521	575902991	neutral
264240983032614912	123520382	neutral
250929234997039104	399878389	neutral
264055660864487424	346867096	neutral
247772918384320512	19885888	neutral
254032799680589826	412603173	positive
262206571201822721	185101254	positive
264143294903246848	331180650	negative
263247166582173696	45671664	negative
226238092191875072	141284401	negative
258887925075410944	37007849	positive
263530816162902016	323297690	positive
246588959247974401	67771614	neutral
263526095821889537	621475146	neutral
263753326422806528	18013192	neutral
257865075933728771	413586409	positive
264244214248919040	560591956	negative
262380235985657856	40098249	neutral
263740861031010304	16380085	neutral
264226988879933440	26639468	positive
254600864868749313	59459031	positive
248234871238037508	51264823	neutral
264161130585399297	163101429	negative
263953741877764096	341470410	neutral
263803288074477568	396953010	neutral
204001339599106048	160648260	neutral
257332145687785472	328656254	neutral
264235642039455744	22111480	positive
264177327490072577	992361	negative
263976883354480640	497155084	neutral
256395784038277120	163198967	neutral
261769579544584192	20096243	positive
264167430564237312	17781471	negative
262627821908815872	28844188	negative
258836119532228608	25483231	neutral
264259489627250689	50771140	negative
258625516481953792	134881721	positive
222345601793277953	161407278	positive
255848522581164033	363795716	neutral
264105390818619394	812898906	positive
263660551836667907	130994597	neutral
241225651074527232	39010302	neutral
256018140318822400	580515576	negative
263362769011748864	27020138	positive
227577801526616064	629745753	neutral
260036217008185344	278137824	neutral
263706155778441216	27556859	neutral
223045564571459584	305277813	positive
251954639119974401	21550315	neutral
263961750142062592	441531846	neutral
263704789186117635	38615758	positive
262778055402090496	22513829	neutral
260799759097421824	15659445	neutral
260949777687117824	32704887	neutral
264209699732348928	355051509	negative
245532165637545985	34014706	negative
264060311764619264	851106050	neutral
264202743877615616	21069858	neutral
262834360129036288	800315304	neutral
264215340576284672	82125212	neutral
247539282468802561	249847683	positive
254902867566161921	525298874	negative
263098506644955136	141049123	neutral
228956189000597505	501134907	positive
264203931645775873	27777925	neutral
260920467324555265	361434318	neutral
264204783974490113	163366657	positive
264127995424423936	62680567	neutral
258779389985173504	551648916	neutral
263398004801798146	245624274	neutral
263953846492094464	463441798	neutral
252650346873245696	275414774	neutral
262497514995978241	14989779	neutral
256787832453079043	199690203	neutral
264067944458371072	28896087	neutral
263918513083781122	389925947	negative
262954361427222531	724506216	negative
263664302882443264	377060725	positive
264074076706983937	337308259	negative
263795814470664192	521532492	positive
246566185292926976	139796398	neutral
260851260956221440	242895807	positive
263646437458452480	155762352	positive
264187997887541250	131042222	negative
264174898807717888	463661547	negative
264245625682554880	58297064	positive
263186967615905792	610467658	neutral
257772423926136832	131227888	positive
256416307182985217	47208627	neutral
262953053659996161	36210889	neutral
263701469289644032	129412273	neutral
225956951136292864	465974864	neutral
256340930414645248	124869414	positive
264139268249763840	17436164	neutral
264230079494770688	297382357	negative
237235329806004225	749604048	positive
263191065086017537	236100068	positive
264155231804346368	535941624	neutral
264063574035533824	494035942	positive
263640783863816192	214139359	negative
264173041146290177	327913057	positive
259535556055269376	28207562	neutral
261545687106322432	25181326	positive
264220451012739072	243861856	neutral
263453340925583362	59055457	neutral
264152762026184704	287288414	neutral
263567165507137537	716222329	negative
263760959779241984	20727102	positive
261624197380460544	281520735	neutral
257315024354279424	28660297	positive
264096683766456320	93522700	negative
263773432750157824	268893346	neutral
233730670411796481	460864655	neutral
264169849067028480	372547953	negative
264075914567094273	238664746	positive
263718726627627009	263579038	positive
264195024135286785	57000820	positive
263331726942691329	70257698	positive
260232337051230208	223305414	positive
264243566207975424	14931166	positive
226345220239925249	42909123	positive
264188304747003904	200276624	positive
241625219050123264	41202626	neutral
264140484614684672	433625759	positive
261563757212360706	67845619	neutral
256408189157916672	62631820	negative
263827115638652928	550523672	positive
261876441157869569	40270746	neutral
264221978607636480	59342982	neutral
264218982926655488	51887927	positive
263803981384515584	243903348	negative
264247456424935424	429312292	neutral
241279363784536064	161716632	positive
225311712008617986	182784794	negative
262696171703783425	283223567	positive
244715076228096001	40362193	positive
264107216578174976	27952164	neutral
264214318327947265	57722479	neutral
264134721938808832	628912797	neutral
258349170107224065	832164745	negative
240753714661584896	329047546	neutral
264180570806964224	151353772	neutral
264123855306641409	129882484	positive
264182339536564227	120627815	neutral
242989716893478913	175060800	negative
264113005078405120	19816683	neutral
264208558336389121	112878558	positive
246776355558129664	98698262	positive
261557284549824512	903059828	positive
257206947684704257	115215043	negative
264145622649692161	88569500	neutral
261540587801563136	35143403	negative
217087278584053760	598212216	positive
264214825096314880	95521694	positive
264010130000068608	336600632	positive
243725520724967424	119035535	neutral
259724822978904064	624790220	neutral
263610234029879297	38781991	positive
262582875520643072	195836839	negative
263820165685321729	449401860	negative
263823143704068096	377806186	negative
229228895621242880	116079056	neutral
261455260277678082	568399773	neutral
212393879876534274	175959942	positive
248975354910371840	29583575	negative
264096361081884672	510441175	positive
261430691764506624	274713038	positive
262327522950275074	366644863	neutral
225011609762930689	597786794	positive
263171128149815296	11096152	neutral
264252471612932097	393771920	neutral
263732005886390272	14186089	positive
263947715766005760	122432507	neutral
248955920997023744	16741035	neutral
261279987494166528	340742345	negative
264145074210889728	440921948	positive
263973153271865344	467855280	neutral
263651843727585280	197837325	positive
264071379333287936	407070993	neutral
264039839274528769	29458389	positive
263224202960699392	319702662	neutral
261186156023144448	515983227	negative
255746035350130689	567009037	neutral
264226554207428608	112925754	neutral
262348241805402112	317963271	positive
263504385475231744	146202708	positive
264041945029033987	40975097	negative
263014553376419841	191802096	neutral
263966497729306626	24561564	neutral
264040066186371073	489523276	positive
167262194898182145	321930538	positive
261556214624837632	367926720	neutral
260127496475901954	572606577	negative
263345345407373312	439559950	neutral
254805712297943041	321128818	positive
262484216678334464	222378487	neutral
264047678986518528	427501529	positive
264200538864906240	234274491	neutral
263813152771276801	19077044	negative
261131735209758720	274764708	negative
255696814286729216	159068839	neutral
263212085226385408	382033254	positive
264143133313495040	84660127	negative
256609527783358464	101616998	neutral
264213155645890561	35667504	neutral
263802238793822208	506427337	positive
263622137858912257	137663720	neutral
254268201641312256	559416098	neutral
262052696159309825	709958120	neutral
261566453730398208	278680615	neutral
264110605730988032	114586489	positive
264181656154435585	344213233	positive
259825309275283456	173908484	positive
264256081998516224	20747392	positive
259037171091132416	17114749	neutral
263987745465192448	379004709	negative
259720938365542400	15825389	positive
264197142246223873	114526646	neutral
263401784637272064	748026608	neutral
260624498787762176	335630017	neutral
264175859634679810	896479644	positive
264178691364495360	30348942	positive
251751315477258241	444713321	positive
264045439119134721	51291182	positive
263968608470843393	145415756	positive
261731552520724480	226681200	positive
264164039842742273	766415527	neutral
263459950930567169	37758687	neutral
226499790366720000	256743609	neutral
260867954479083521	546244454	positive
262815040963493888	17697584	neutral
264184542305345537	39872392	positive
258662254441009155	18751577	negative
264251496638578688	207291041	neutral
264113507941904385	856918428	neutral
252136824963739648	285343906	neutral
262905551233613824	141049123	neutral
263507092227383296	277852448	negative
247160974354825217	33241473	positive
263995720112160768	210045549	neutral
263893912748425216	25003901	neutral
263047642240659456	404242941	neutral
259824135759360002	23725447	negative
264165424617365504	17918823	neutral
250063565451579393	336182456	negative
264223108775424000	127791010	negative
254355714397597697	14198175	positive
264200988636880896	366888586	neutral
264082861076914176	212186578	neutral
262318028576931840	88301564	negative
264249464389238784	248771260	positive
263944920878944256	574228833	positive
259010331379118081	151152680	positive
262830233332375553	371334533	neutral
260133688979898369	28208952	negative
264034436419555328	487277064	positive
263759101669023744	657323	neutral
263432103436365825	434476354	positive
263194127913607168	861687991	neutral
